Country Name	Country Code	Time	Time Code	GDP (constant 2010 US$) [NY.GDP.MKTP.KD]	GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]	GNI (constant 2010 US$) [NY.GNP.MKTP.KD]	GNI growth (annual %) [NY.GNP.MKTP.KD.ZG]	"Population, total [SP.POP.TOTL]"	Population growth (annual %) [SP.POP.GROW]	"Manufacturing, value added (constant 2010 US$) [NV.IND.MANF.KD]"	Medium and high-tech Industry (including construction) (% manufacturing value added) [NV.MNF.TECH.ZS.UN]	Households and NPISHs Final consumption expenditure (constant 2010 US$) [NE.CON.PRVT.KD]	Broad money (% of GDP) [FM.LBL.BMNY.GD.ZS]	"Official exchange rate (LCU per US$, period average) [PA.NUS.FCRF]"	Consumer price index (2010 = 100) [FP.CPI.TOTL]	"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]"	Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE]	Lending interest rate (%) [FR.INR.LEND]	"Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]"	"Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]"	"Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]"	"Net trade in goods and services (BoP, current US$) [BN.GSR.GNFS.CD]"	Military expenditure (% of central government expenditure) [MS.MIL.XPND.ZS]	Final consumption expenditure (constant 2010 US$) [NE.CON.TOTL.KD]
Gabon	GAB	2015	YR2015	18526671344	3.879257595	17490032290	-0.163955351	1930175	2.862181858	826304234.4	5.385013366	5953936828	24.89677192	591.4495075	109.0044277	..	..	..	..	7.818	30.089	..	5.325159858	8320398417
United Kingdom	GBR	1990	YR1990	1.64E+12	0.731800512	1.63E+12	0.696823479	57247586	0.298930554	2.17E+11	44.75730195	9.81E+11	84.96019803	0.563177167	62.43011554	..	777244.23	14.76811667	..	11.2	13.9	-24863350100	9.42880542	1.32E+12
United Kingdom	GBR	2005	YR2005	2.40E+12	3.096088937	2.45E+12	3.662181769	60401206	0.686611306	2.30E+11	42.38363257	1.58E+12	117.2286795	0.549998333	87.32761834	..	659108.0918	4.648675	..	9.6	12	-64784446401	5.728074946	2.07E+12
United Kingdom	GBR	2015	YR2015	2.71E+12	2.345939517	2.66E+12	2.267067406	65128861	0.794967909	2.24E+11	47.36719619	1.72E+12	136.0583819	0.654545479	111.8244502	5.301199913	..	..	..	9.2	11.9	-49524355481	4.6910864	2.27E+12
Georgia	GEO	1990	YR1990	16925987567	-14.7882259	..	..	4802000	-0.027068389	..	14.43946362	..	..	..	..	..	38220.5924	..	..	9.407	17.131	..	..	..
Georgia	GEO	2005	YR2005	9042416093	9.599640804	..	..	4190000	-1.304108583	..	18.58321306	..	16.8790351	1.812675	69.96346358	13.81000042	11190.1678	17.55089167	..	10.719	12.638	-1115393322	15.02877614	..
Georgia	GEO	2015	YR2015	14768853640	2.880318509	..	0.850181791	3717100	-0.265982613	1658815945	15.71392465	..	42.02074571	2.269341667	114.664725	11.96000004	..	12.48847546	..	13.252	13.795	-2480363554	8.105016498	..
Ghana	GHA	1990	YR1990	12047715856	3.328817883	..	..	14628260	2.733065747	..	6.602096499	..	14.14209042	0.032615622	2.1611232	..	29495.58297	..	..	10.892	38.867	-522300000	2.648823529	..
Ghana	GHA	2005	YR2005	23469626665	5.900003953	..	..	21542009	2.612384647	..	0.802477569	..	32.11002952	0.90627897	52.92809786	..	113159.707	..	..	10.086	34.104	-2711715521	1.888347939	..
Ghana	GHA	2015	YR2015	46469539222	3.837040864	45666540188	6.767793808	27582821	2.274380311	2473437208	0.802477569	38994891750	34.39868581	3.668025	175.9705074	6.806200027	..	..	..	8.314	31.557	-4310463631	2.109775008	42918223732
Gibraltar	GIB	1990	YR1990	..	..	..	..	29164	-0.335467401	..	..	..	..	0.563177167	..	..	159.451771	..	..	..	..	..	..	..
Gibraltar	GIB	2005	YR2005	..	..	..	..	32085	0.590802112	..	..	..	..	0.549998333	..	..	..	..	..	..	..	..	..	..
Gibraltar	GIB	2015	YR2015	..	..	..	..	34228	0.556647498	..	..	..	..	0.654545479	..	..	..	..	..	..	..	..	..	..
Guinea	GIN	1990	YR1990	3511547236	4.324062754	..	..	6041094	4.580004897	..	..	..	..	660.1666667	..	..	65170.672	..	..	17.095	46.505	-124340000	..	..
Guinea	GIN	2005	YR2005	5993557765	2.997272562	..	..	9679745	1.977281497	..	..	..	18.69012489	3644.333333	42.23553881	..	81922.61	..	..	13.59	40.738	-101860000	..	..
Guinea	GIN	2015	YR2015	8752701726	3.81494989	8264048539	3.997221156	12091533	2.393916866	984691265.7	..	6955941898	27.01531931	7485.516742	185.6366123	..	..	..	..	9.582	36.357	-835638792.2	11.60151112	9272581100
"Gambia, The"	GMB	1990	YR1990	472459105.3	3.558879369	..	..	916808	3.968381807	30671522.68	9.629327533	366112650.4	20.65764803	7.878992181	33.62917123	..	1189.5885	26.5	..	14.34	47.468	-25008274.6	..	425453097
"Gambia, The"	GMB	2005	YR2005	757505143.3	-0.941675912	730263570.6	-0.97451215	1444204	3.210587365	47154439.7	3.898408805	659801728.6	33.91082027	28.57543333	81.05877504	..	3001.6	31	..	10.188	43.865	-82954918.39	2.204134367	718333424.5
"Gambia, The"	GMB	2015	YR2015	1060807213	4.299999773	1027114116	3.917782986	1977590	3.067312186	50046473.54	3.898408805	993068254.9	..	42.50620809	130.6805218	..	..	..	..	8.202	39.987	-190104170.6	5.153021188	1124686552
Guinea-Bissau	GNB	1990	YR1990	622007475	6.099999986	..	..	1012280	2.375161634	..	..	..	68.8685828	272.264788	4.580728215	..	1628.8117	..	..	17.178	46.351	-62072000	..	..
Guinea-Bissau	GNB	2005	YR2005	721473399.3	4.266098931	707445198.8	4.316634766	1380838	2.233044589	89214292.02	..	651913006.7	16.4757724	527.4681428	84.1812743	..	5582.0385	..	..	13.119	40.242	-52876937.46	9.394661022	755816121.9
Guinea-Bissau	GNB	2015	YR2015	999869068.1	6.134082942	1026605794	5.160043953	1770526	2.561841573	116544228	..	898936998.4	49.46797823	591.4495075	108.4425817	..	..	5.154166667	..	10.781	37.146	-49268060.3	7.034205934	1040209875
Equatorial Guinea	GNQ	1990	YR1990	216793281.9	-1.758564084	221621748.6	18.32395264	426846	3.022404082	..	..	121854789.6	12.39919804	272.264788	29.72956081	..	243.380047	16.25	..	17.642	42.14	-46612711.45	..	189062393.3
Equatorial Guinea	GNQ	2005	YR2005	12072880265	16.74870061	7390008574	147.1636213	757317	4.386271484	..	..	1701727056	6.389580934	527.4681428	77.47811945	..	5675.88963	17.66666667	..	12.654	39.684	..	..	2463334891
Equatorial Guinea	GNQ	2015	YR2015	16457325595	-9.089058793	12802284526	7.26659669	1175389	3.989138838	3367745115	..	5275540631	17.79051127	591.4495075	118.6176623	..	..	..	..	10.344	34.635	..	..	8345892292
Greece	GRC	1990	YR1990	1.98E+11	0	2.01E+11	1.155418183	10196792	1.057808012	..	21.79535323	1.29E+11	..	158.5139167	29.80381293	..	96659.0445	27.6175	..	9.2	10	-6546000000	8.591844997	1.72E+11
Greece	GRC	2005	YR2005	3.04E+11	0.599142055	3.01E+11	-0.125140419	10987314	0.293249074	26627820300	18.898388	2.04E+11	..	..	85.31941677	9.993800163	120036.209	..	93.04431152	9.6	9.8	-15096032491	6.225847672	2.66E+11
Greece	GRC	2015	YR2015	2.45E+11	-0.290902297	2.46E+11	-0.163139894	10820883	-0.658861361	18797399628	20.92939206	1.68E+11	..	..	100.7713386	24.89710045	..	..	..	11.2	8.5	-341592170.8	4.819511005	2.23E+11
Grenada	GRD	1990	YR1990	459440912.4	4.012610243	..	..	96283	-0.606777872	15757432	..	..	48.27847606	2.7	59.01999415	..	157.901249	10.5	..	8.54	28.415	-45707407.41	..	..
Grenada	GRD	2005	YR2005	806847560.8	13.27306387	..	..	102949	0.285012717	28695257.34	..	..	85.80359513	2.7	82.90553589	..	562.250665	10.06507926	..	7.927	18.868	-247288617.8	..	..
Grenada	GRD	2015	YR2015	898036907.8	6.437965461	..	..	106823	0.434369277	27295376.5	..	..	86.72166282	2.7	103.8952366	22.89999962	..	8.962583333	..	7.129	18.951	12859462.01	..	..
Greenland	GRL	1990	YR1990	1517654950	-11.71953298	..	..	55600	0.541029273	..	..	..	..	6.188558333	..	..	..	..	..	8.4	22.6	..	..	..
Greenland	GRL	2005	YR2005	2126686937	4.833818322	..	..	56935	0.04216222	123308618.3	..	1035098949	..	5.99691	..	9.25	..	..	..	8.2	15.6	..	..	2052755107
Greenland	GRL	2015	YR2015	2622659626	0.31010915	..	..	56114	-0.322038549	134919364.9	..	1075105350	..	6.727906831	..	9.100000381	..	..	100	8.5	15.2	..	..	2298803364
Guatemala	GTM	1990	YR1990	19885653340	3.10256318	19471360035	3.224114657	9263813	2.329959735	4668348652	21.89560783	16502924255	21.24607195	4.485758333	18.26022527	..	14907.3608	..	..	8.538	38.984	-244200000	..	18151222711
Guatemala	GTM	2005	YR2005	34551125870	3.260111043	33938822556	3.203365297	13096028	2.310407043	6897506869	22.40264457	30016398295	45.44945597	7.633944167	74.57347154	..	41739.125	13.03333333	..	5.592	31.454	-4332400000	2.798245614	32730171696
Guatemala	GTM	2015	YR2015	49879411881	4.140044358	48603023272	4.332324249	16252429	2.044266382	9049263240	22.40264457	43437131992	48.02004465	7.654815	121.7940335	2.506200075	..	13.2275	..	4.861	25.634	-5896148315	3.226695163	48704094383
Guam	GUM	1990	YR1990	..	..	..	..	130482	2.294638748	..	..	..	..	..	..	2.831199884	60.1849157	..	..	4.709	25.615	..	..	..
Guam	GUM	2005	YR2005	4845859455	3.535461753	..	..	158402	0.191468648	..	..	2825109993	..	..	..	7	76.0846518	..	..	4.667	19.441	..	..	..
Guam	GUM	2015	YR2015	5196863348	0.484777972	..	..	161797	0.514308801	..	..	3003260963	..	..	..	..	..	..	..	5.002	16.897	..	..	..
Guyana	GUY	1990	YR1990	1100402113	-3.038084903	..	..	743309	-0.316459786	30105767.41	..	..	75.73515132	39.53333333	..	..	16735.4609	32.75	..	8.29	28.243	..	..	..
Guyana	GUY	2005	YR2005	1837303454	-1.956911156	..	..	750946	-0.093970583	69774543.15	..	..	97.43526383	199.875	73.5639262	..	4917.3336	14.54083333	..	7.673	22.578	-224474000	3.810141837	..
Guyana	GUY	2015	YR2015	2831915364	3.162407787	..	..	768514	0.668580935	184042624.9	..	..	60.22499324	206.5	109.3596944	..	..	12.83333056	..	8.164	20.733	-480027711	4.957600389	..
High income	HIC	1990	YR1990	2.96E+13	3.108971647	2.97E+13	2.948236737	1037334467	0.805795199	..	..	1.72E+13	..	..	..	..	15127107.94	..	..	8.705976266	14.50755553	..	..	2.29E+13
High income	HIC	2005	YR2005	4.33E+13	2.791823471	4.35E+13	2.856428534	1154156034	0.714167703	6.19E+12	..	2.57E+13	103.997604	..	..	5.97047922	17522443.13	..	..	8.331873049	11.94406805	..	6.693047892	3.36E+13
High income	HIC	2015	YR2015	4.99E+13	2.338285782	5.02E+13	2.231814996	1234714041	0.611316108	7.08E+12	..	2.95E+13	117.1145542	..	..	6.715759313	..	..	..	8.668541563	11.19370691	..	6.333025395	3.84E+13
"Hong Kong SAR, China"	HKG	1990	YR1990	1.04E+11	3.830522186	1.01E+11	3.351940547	5704500	0.321315033	..	27.55542298	67794795703	..	7.78975	56.98835131	1.330000043	37253.7089	10	..	5.2	12	..	..	78348553558
"Hong Kong SAR, China"	HKG	2005	YR2005	1.89E+11	7.388245723	1.90E+11	5.632000257	6813200	0.436871406	4397055416	29.5655831	1.12E+11	251.7145542	7.777333333	89.51818274	5.575799942	46413.3095	7.8	..	5.7	8.4	22194383629	..	1.31E+11
"Hong Kong SAR, China"	HKG	2015	YR2015	2.64E+11	2.38784571	2.69E+11	2.206522423	7291300	0.851197911	3839555839	36.05513391	1.79E+11	362.8819455	7.75175	122.9397983	3.319999933	..	5	..	6.3	8.2	7393299600	..	2.03E+11
Honduras	HND	1990	YR1990	7649634779	0.096880396	6981668698	-3.737935253	4955328	2.890656373	1227813792	8.780224731	5774294080	33.91082396	4.111983333	9.01774964	4.78000021	13722.119	17.05	..	6.686	38.596	-94300000	8.308248043	7049390719
Honduras	HND	2005	YR2005	13268415997	6.050599222	12635722166	6.579282025	7373430	2.322533292	2403538473	7.163458027	10046746719	50.90559191	18.83234167	71.9821388	4.908699989	23206.9081	18.83108333	..	5.015	28.724	-1725846068	2.717025494	12250345949
Honduras	HND	2015	YR2015	18839040425	3.840079971	17545831094	4.934053453	8960829	1.706429882	3082020815	7.163458027	14779883064	52.95443469	21.945175	129.3044729	4.591599941	..	20.65756667	87.90682983	4.806	22.04	-3394077721	5.917633508	17768206913
Heavily indebted poor countries (HIPC)	HPC	1990	YR1990	2.19E+11	-1.112619069	..	..	355762200	2.956952803	35118297184	..	..	21.96589955	..	..	..	2969417.824	..	45.66152	16.45548819	45.37130957	..	..	..
Heavily indebted poor countries (HIPC)	HPC	2005	YR2005	3.55E+11	6.136744533	3.41E+11	5.507535738	547744433	2.884985549	34679335488	..	2.72E+11	24.59306472	..	..	..	4565483.702	..	53.84913	11.97623958	41.19154323	..	7.778820256	3.15E+11
Heavily indebted poor countries (HIPC)	HPC	2015	YR2015	6.10E+11	5.0884916	5.85E+11	6.168391055	724482652	2.800618697	53342832194	..	4.16E+11	32.2124475	..	..	..	..	..	59.90456	8.605786866	36.77739253	..	6.473384427	5.00E+11
Croatia	HRV	1990	YR1990	..	..	..	..	4780000	0.272337028	..	27.88498642	..	..	..	0.108485968	8.199999809	34734.33116	..	..	10.9	11.6	..	..	..
Croatia	HRV	2005	YR2005	58278072356	4.163701796	57087142701	3.65234412	4442000	0.067559962	7598833921	7.243513146	34641941179	57.6544665	5.949236917	85.8357194	..	29863.54461	11.19111667	..	11.656	9.563	-2836088827	3.871945012	45369783885
Croatia	HRV	2015	YR2015	59220688843	2.347349627	58835109801	3.745657024	4203604	-0.824099164	7311310004	29.93580931	33479367097	70.9134892	6.85830375	107.3148269	16.17519951	..	..	..	12.9	8.9	1389510539	3.185487984	45519876773
Haiti	HTI	1990	YR1990	..	..	..	..	7099732	2.040931306	..	13.63885652	..	..	5	4.258096372	11.25	5356.9867	..	..	13.099	37.243	-196600000	..	..
Haiti	HTI	2005	YR2005	6379734003	1.805011228	6284854595	0.978606763	9263404	1.569191526	331025307.7	5.259656507	6380705426	42.39882234	40.44855	66.75304679	..	8059.9368	36.975	..	10.125	28.743	-1247800000	0	6739906626
Haiti	HTI	2015	YR2015	7798329610	1.211218343	7834973010	0.991603755	10711061	1.302387138	419942568.4	5.259656507	7219614315	50.98391437	50.70642667	139.0312572	..	..	12.92333333	..	8.655	24.546	-2743160953	0	8025239205
Hungary	HUN	1990	YR1990	..	..	..	..	10373988	-1.033117297	..	42.16197076	..	..	63.20586667	9.22940529	1.700000048	97552.24	28.775	..	14	12.1	1018695669	..	..
Hungary	HUN	2005	YR2005	1.32E+11	4.388215174	1.25E+11	4.317560824	10087065	-0.198878843	23595743624	53.16003106	74531632894	49.85696644	199.5825	76.91514943	7.188499928	75543.75689	8.540945327	..	13.5	9.7	-1352794953	2.862184203	1.03E+11
Hungary	HUN	2015	YR2015	1.44E+11	3.367145175	1.37E+11	2.818993989	9843028	-0.237855002	27183591855	58.78405909	72242731306	57.77372727	279.3325	111.384404	6.813199997	..	2.90249069	..	13.4	9.4	10956321128	1.859717266	1.03E+11
IBRD only	IBD	1990	YR1990	8.22E+12	2.045175774	..	..	3471574806	1.697256658	..	..	4.65E+12	43.78082479	..	..	..	17991977.2	..	73.29665	8.295589456	25.33872805	..	..	5.48E+12
IBRD only	IBD	2005	YR2005	1.47E+13	6.989952119	1.42E+13	7.533174128	4210445215	1.063925052	..	..	7.96E+12	73.86514321	..	..	..	23163729.41	..	84.14213	7.484080355	18.45311748	..	7.533691156	9.77E+12
IBRD only	IBD	2015	YR2015	2.53E+13	3.838527334	2.55E+13	4.647560685	4654714482	0.969602762	..	..	1.23E+13	127.5695417	..	..	..	..	..	88.19513	7.211952828	16.73290611	..	5.993934844	1.64E+13
IDA & IBRD total	IBT	1990	YR1990	8.83E+12	2.167789903	..	..	4313726002	1.904142825	..	..	5.10E+12	42.3120726	..	..	..	22680066.08	..	69.48651	9.380718792	28.49130059	..	..	5.96E+12
IDA & IBRD total	IBT	2005	YR2005	1.58E+13	6.910967832	1.52E+13	7.372912139	5433668431	1.355358601	..	..	8.81E+12	71.3050266	..	..	..	29117754.83	..	79.46507	8.185983597	22.29107356	..	7.671757301	1.07E+13
IDA & IBRD total	IBT	2015	YR2015	2.72E+13	3.844473842	2.74E+13	4.62793734	6194062653	1.293042304	..	..	1.36E+13	121.732661	..	..	..	..	..	83.30718	7.471348352	20.58063983	..	6.156327775	1.79E+13
IDA total	IDA	1990	YR1990	6.21E+11	3.895876415	5.87E+11	..	842151196	2.765945617	68358066946	..	4.59E+11	27.370679	..	..	..	4688088.88	..	52.92686	13.84437443	41.45933835	..	..	4.79E+11
IDA total	IDA	2005	YR2005	1.09E+12	5.797875783	1.05E+12	5.108416168	1223223216	2.371477815	99051714615	..	8.75E+11	33.5383057	..	..	..	5954025.42	..	61.6365	10.60222664	35.5023532	..	10.42031751	9.21E+11
IDA total	IDA	2015	YR2015	1.86E+12	3.92880575	1.84E+12	4.354572815	1539348171	2.283795512	1.93E+11	..	1.26E+12	37.11120482	..	..	..	..	..	66.74759	8.255772824	32.21637061	..	9.214817639	1.46E+12
IDA blend	IDB	1990	YR1990	3.06E+11	6.781111317	2.84E+11	6.956608343	282899816	2.797845587	29583079812	..	2.01E+11	29.39205514	..	..	..	867279.4364	..	61.01534	13.1442624	40.98460932	..	..	2.01E+11
IDA blend	IDB	2005	YR2005	5.38E+11	4.979067016	5.03E+11	4.03031966	403526930	2.255605843	46625654321	..	4.36E+11	33.1094106	..	..	..	1201927.98	..	68.77011	11.49362518	34.93846187	..	11.7251832	4.33E+11
IDA blend	IDB	2015	YR2015	9.00E+11	3.833706339	9.04E+11	4.776801846	509396383	2.339469769	89441676509	..	5.96E+11	32.97438738	..	..	4.11277643	..	..	71.60799	9.165822654	32.89984743	..	9.499904471	6.84E+11
Indonesia	IDN	1990	YR1990	3.10E+11	7.242131639	..	..	181436821	1.781456519	57037863777	20.80826344	1.66E+11	43.63738336	1842.813333	12.6526737	2.50999999	1165113.41	20.825	81.51985168	7.918	25.812	1784000000	..	2.19E+11
Indonesia	IDN	2005	YR2005	5.71E+11	5.692571304	..	..	226712730	1.3759456	1.37E+11	34.25211847	3.39E+11	43.35401515	9704.741667	68.68485723	7.9447999	1171042.59	14.05083333	..	7.3	21.74	8411220328	3.959025799	4.02E+11
Indonesia	IDN	2015	YR2015	9.88E+11	4.8763223	9.56E+11	4.938577626	258162113	1.181013915	2.13E+11	35.07801321	5.48E+11	39.46442005	13389.41294	132.3009914	4.513999939	..	12.6625	95.21793365	7.096	19.35	5351899012	5.108476199	6.33E+11
IDA only	IDX	1990	YR1990	3.11E+11	0.598539571	..	..	559251380	2.749816413	..	..	..	26.00141473	..	..	..	3820809.443	..	47.62294	14.1985649	41.69950633	..	..	..
IDA only	IDX	2005	YR2005	5.46E+11	6.705599845	5.45E+11	6.629341031	819696286	2.428616749	52475944703	..	4.24E+11	33.87720445	..	..	..	4752097.44	..	57.17919	10.1634451	35.77990514	..	9.545416931	4.81E+11
IDA only	IDX	2015	YR2015	9.52E+11	4.029041498	9.19E+11	3.811483437	1029951788	2.256282368	1.03E+11	..	6.58E+11	41.5962693	..	..	..	..	..	63.85725	7.805714561	31.87836232	..	8.994553041	7.66E+11
Isle of Man	IMN	1990	YR1990	1741094197	4.186976816	..	..	68429	1.532975086	..	..	..	..	0.563177167	..	2.099999905	..	..	..	..	..	..	..	..
Isle of Man	IMN	2005	YR2005	4167423801	5.900003046	..	..	76118	1.026029244	..	..	..	..	0.549998333	..	1.399999976	..	..	..	9.8	11.4	..	..	..
Isle of Man	IMN	2015	YR2015	6989864994	-3.4	..	..	83167	0.696202671	..	..	..	..	0.654545479	..	..	..	..	..	..	..	..	..	..
India	IND	1990	YR1990	4.67E+11	5.533454563	4.61E+11	5.372451176	870133480	2.074320724	68643188596	40.00509909	2.96E+11	42.75408977	17.5035	22.87406337	..	1387371.82	16.5	..	10.862	31.501	-6615557120	12.40058387	3.54E+11
India	IND	2005	YR2005	1.11E+12	9.284824616	1.10E+12	9.261366024	1144118674	1.584251766	1.68E+11	39.60613572	6.16E+11	66.47842899	44.099975	65.82817701	..	2117460.59	10.75	..	8.084	24.171	-27276336271	10.42312827	7.38E+11
India	IND	2015	YR2015	2.30E+12	8.154425028	2.28E+12	8.180698297	1309053980	1.167527075	3.88E+11	37.908338	1.29E+12	78.05632698	64.15194446	147.6681711	..	..	10.00833333	..	7.303	19.269	-63249171395	8.761875256	1.52E+12
Not classified	INX	1990	YR1990	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Not classified	INX	2005	YR2005	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Not classified	INX	2015	YR2015	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Ireland	IRL	1990	YR1990	83332971546	8.466527935	..	..	3513974	0.084413021	..	49.76193956	42373502684	..	0.604588333	60.95479951	..	65583.192	..	..	8.9	15.1	..	2.737259139	64929281324
Ireland	IRL	2005	YR2005	2.14E+11	6.006383302	1.85E+11	6.36212596	4159914	2.178703014	43513384751	59.65158829	95085200306	..	..	93.13734018	..	70080.71247	2.6475	..	6.8	14.8	23579143265	1.622607592	1.37E+11
Ireland	IRL	2015	YR2015	3.16E+11	25.55726885	2.50E+11	16.50037472	4701957	0.944845307	1.03E+11	61.01838015	1.09E+11	..	..	104.7142733	9.903599739	..	..	..	6.5	14.1	96181591231	1.189468113	1.51E+11
"Iran, Islamic Rep."	IRN	1990	YR1990	2.33E+11	13.83378001	2.34E+11	12.22577793	56226185	2.611009467	15190016244	27.85283474	73202485700	53.68216924	68.11237271	2.923102385	..	283712.886	..	..	7.282	33.227	-2551000000	14.47850544	1.06E+11
"Iran, Islamic Rep."	IRN	2005	YR2005	4.00E+11	3.189804087	4.00E+11	3.152606882	70421811	1.14928037	45929485894	41.77043039	1.68E+11	41.53087928	8963.958907	48.56167024	12.10000038	576650.654	16	82.44120026	5.134	17.736	..	14.14528467	2.23E+11
"Iran, Islamic Rep."	IRN	2015	YR2015	4.77E+11	-1.32064512	4.78E+11	-1.374951224	79360487	1.203520261	61567465852	39.79036643	2.06E+11	81.39972053	29011.49138	283.1861464	11.06000042	..	14.21	..	4.546	17.103	..	15.4338617	2.59E+11
Iraq	IRQ	1990	YR1990	71262089057	57.81782903	..	..	17469005	2.485349617	2568027091	15.67991997	..	..	2002.385586	0.030567551	..	99866.44	..	..	6.996	37.719	..	..	..
Iraq	IRQ	2005	YR2005	1.04E+11	4.400617409	..	..	27008426	2.594863062	1735619582	1.518361303	..	20.24656582	1472	58.58198395	..	124611.697	13.41666667	..	5.683	34.822	-2044100000	3.548089364	..
Iraq	IRQ	2015	YR2015	1.93E+11	4.8	..	..	36115649	3.120450103	1684076057	7.240547708	..	40.18688174	1167.333333	118.5392883	..	..	12.2925	..	5.096	33.628	3893500000	12.5600179	..
Iceland	ISL	1990	YR1990	..	..	..	..	254826	0.777662199	..	6.081120627	4403995053	34.43433935	58.283775	39.95462052	1.799999952	21761.01853	16.18333333	..	6.7	18.7	83430446.11	0	6534585164
Iceland	ISL	2005	YR2005	12642190112	6.390526475	12044024371	4.778293952	296734	1.582891978	1495811193	18.95225034	7621024461	67.34123186	62.98166667	67.06965401	2.546999931	3980.6272	14.77752866	..	6.2	14.4	-1981185496	0	10614522513
Iceland	ISL	2015	YR2015	15290908623	4.311317806	15087901983	5.105570026	330815	1.041940387	2182565001	16.56649065	7817724907	80.08834852	131.9187084	117.8473682	3.979199886	..	7.61	..	6.6	12.5	1239160592	0	11134828338
Israel	ISR	1990	YR1990	98518443958	7.315199189	95060022354	8.118343108	4660000	3.094603009	..	41.83047879	48807277775	62.47608606	2.016175	32.52588047	12.24100018	39609.3299	..	..	6.8	22.2	-2916000000	..	81400269270
Israel	ISR	2005	YR2005	1.91E+11	4.13344637	1.89E+11	6.344479557	6930100	1.762897661	24603602888	54.4424147	1.08E+11	97.61596258	4.4877	87.81259026	11.34200001	71353.03175	6.767321708	..	5.6	20.8	-150100000	16.91428873	1.55E+11
Israel	ISR	2015	YR2015	2.76E+11	3.037943899	2.74E+11	2.859477146	8380100	1.981288976	33148384033	42.81039139	1.60E+11	84.11207153	3.886833333	106.720379	5.250999928	..	3.4594058	..	5.3	21.3	8987500000	14.29571727	2.22E+11
Italy	ITA	1990	YR1990	1.75E+12	1.985774903	1.73E+12	1.298180544	56719240	0.083708573	2.85E+11	42.49934985	1.05E+12	..	1198.101667	55.83899072	..	508764.943	14.85225	..	9.6	10	1461264917	3.70825952	1.42E+12
Italy	ITA	2005	YR2005	2.16E+12	0.949666258	2.16E+12	1.275792032	57969484	0.491389108	3.24E+11	37.98890431	1.28E+12	..	..	90.97251062	7.730500221	564114.951	5.313935	..	9.8	9.6	-3492101394	3.838590946	1.71E+12
Italy	ITA	2015	YR2015	2.06E+12	0.951958872	2.05E+12	0.399280078	60730582	-0.096376133	3.03E+11	42.73488259	1.24E+12	..	..	107.4987009	11.89599991	..	4.12925	..	10.7	8	53652276163	2.747525162	1.65E+12
Jamaica	JAM	1990	YR1990	10343225289	4.200535115	..	..	2424242	0.683865659	1494589190	28.86118976	..	61.9518487	7.184025	3.698463007	15.72000027	9319.21737	30.50083333	..	6.987	25.288	-173000000	3.137016512	..
Jamaica	JAM	2005	YR2005	13518275864	0.893797936	..	..	2744673	0.580841871	1133402438	18.7673031	..	62.69565857	62.28071494	55.96195082	11.26319981	13314.8946	17.36083333	..	7.09	19.1	-1973546538	1.756226236	..
Jamaica	JAM	2015	YR2015	13614800125	0.892651592	13192315453	-0.089618838	2871934	0.343459143	1043564922	18.7673031	10881878159	60.81944088	116.8975902	141.1112664	13.51130009	..	16.97650582	..	6.928	16.809	-2296499439	3.142526914	12911907127
Jordan	JOR	1990	YR1990	8689225176	0.97375649	8194691086	1.347902661	3560582	4.761347899	1142668550	18.84627711	7608989626	126.9608423	0.663711667	47.66469807	..	11599.31658	10.31	..	5.064	35.012	-1057576466	17.48366013	10164824701
Jordan	JOR	2005	YR2005	19529289369	8.146583289	19966710097	8.365769967	5714111	3.173967147	3335732495	22.53044616	16220477232	138.8810632	0.709	75.76066429	14.80000019	22339.7323	7.606666667	91.13075256	3.938	29.578	-5145482725	12.13840045	19827833106
Jordan	JOR	2015	YR2015	30206410880	2.39169597	29869548410	2.353201667	9159302	3.896131218	4946133875	27.37172067	24016382877	125.9363854	0.71	116.4039768	..	..	8.476666667	..	3.829	27.043	-8591830986	14.8024787	29620242637
Japan	JPN	1990	YR1990	4.70E+12	4.892713066	4.74E+12	4.882329259	123537000	0.341370597	..	50.87281796	2.59E+12	185.6228444	144.7925	94.52646119	2.099999905	1304676.03	6.864333333	..	6.7	10	..	3.070998439	3.27E+12
Japan	JPN	2005	YR2005	5.67E+12	1.662670405	5.80E+12	1.943082994	127773000	0.009392097	1.14E+12	55.02086795	3.21E+12	198.7182065	110.2182117	100.4057671	4.400000095	1439905.158	1.676916667	..	8.530753759	8.413292219	69911671152	2.814013922	4.26E+12
Japan	JPN	2015	YR2015	6.00E+12	1.353823114	6.22E+12	1.565533983	127141000	-0.106124994	1.26E+12	55.33723245	3.39E+12	236.0704929	121.0440257	103.6001036	3.400000095	..	1.142833333	..	10.3	8	-23275907631	2.622513427	4.59E+12
